spotify_title,spotify_artist,release_date,popularity,duration_ms,explicit,is_rock,is_pop,is_jazz,is_electronic,is_classical,is_blues,is_indie,is_hot
Why Wouldn't I (featuring Fabolous & Paul Cain),DJ Envy,2002,3,278400,1,0,1,0,0,0,0,0,0
Hit My Heart - Trance Instrumental Mix,JK,2002,0,388656,0,0,0,0,0,0,0,0,0
One King,David Phelps,2007,20,276866,0,0,1,0,0,0,0,0,0
Time Travel,Klaus Badelt,2002,15,275426,0,0,1,0,0,0,0,0,0
What Is This,Perfection,2008,2,379266,0,0,1,0,0,0,0,0,0
Un Nuevo Amor,Tranzas,2003,60,230746,0,0,1,0,0,0,0,0,0
Menutha,Tony Joe White,1995,23,252066,0,1,1,0,0,0,1,0,0
Expeditions,From Dying Skies,2010,1,222955,0,0,1,0,0,0,0,0,0
Dengoso,Turibio Santos,2021,23,147648,0,0,1,0,0,0,0,0,0
The Christmas Song (Chestnuts Roasting On An Open Fire),Fred Simon,1990,16,228693,0,0,1,0,0,0,0,0,0
The Poet and the Pendulum,Nightwish,2007,39,834690,0,0,1,0,0,0,0,0,0
Like A Hurricane,Eddy Raven,1998,6,215360,0,0,1,0,0,0,0,0,0
My God,Audio Adrenaline,1992,5,219066,0,1,1,0,0,0,0,0,0
Mathilda,Jay Randall,2011,0,225613,0,0,1,0,0,0,0,0,0
The Possibilities of Loving You,Francis Dunnery,1991,0,219093,0,0,0,0,0,0,0,0,0
Green and Blue,Deep Forest,1997,14,293266,0,0,1,0,0,0,0,0,0
Antes,Obie Bermudez,2003,67,218973,0,0,1,0,0,0,0,0,0
Hey Joe,Carl Smith,2005,27,150040,0,0,1,0,0,0,0,0,0
Shrivasta,William Coulter,2004,3,238586,0,0,1,0,0,0,0,0,0
In Pursuit of the Implicate Order of Cultural Chaos,Mira,1995,0,38000,0,0,0,0,0,0,0,0,0
Pathfinders,Elvenking,2004,10,322733,0,0,1,0,0,0,0,0,0
Punk Rocker '97,Special Duties,1997,1,122573,0,0,1,0,0,0,0,0,0
The Deep Blue Sea (Live),The Irish Rovers,2011,3,187093,0,0,1,0,0,0,0,0,0
Got to Make Me Love You,Tyrone Taylor,2009,1,226840,0,1,1,0,0,0,0,0,0
"Hey Louise - From ""The Jazz Singer"" Soundtrack",Neil Diamond,1980,33,179200,0,1,1,0,0,0,0,0,0
Strassenkrieg,MC Sadri,2007,6,178920,0,0,1,0,0,0,0,0,0
Dedicated - 2014 Remaster,Paul Carrack,2019,30,223080,0,0,1,0,0,0,0,0,0
City Of Screaming Statues,At The Gates,2003,8,279266,1,0,1,0,0,0,0,0,0
Three Little Words,The Refreshments,2007,1,223053,0,0,1,0,0,0,0,0,0
Monkey Junction,Weedeater,2013,27,268946,0,1,1,0,0,0,0,0,0
I Love Me (I'm Wild About Myself) - Remastered,Mel Blanc,2008,3,138160,0,0,1,0,0,0,0,0,0
Carol of the Bells,The Booth Brothers,2021,8,100306,0,0,1,0,0,0,0,0,0
Shadows,The Evil Genius DJ Green Lantern,2010,18,235040,1,0,1,0,0,0,0,0,0
"Everything I Do (From ""Robin Hood"")",Bryan Adams,1996,16,268906,0,1,1,0,0,0,0,0,0
Train Buffer,Aesop Rock,2002,2,348560,1,0,1,0,0,0,0,0,0
Rakim's Crib (Skit),YoReL,2021,0,65726,0,0,0,0,0,0,0,0,0
Poema do Semba,Paulo Flores,2012,32,296640,0,0,1,0,0,0,0,0,0
Going Under,DEVO,1994,30,206933,0,1,1,0,0,0,0,0,0
Corcovado,Vince Guaraldi,1964,34,201426,0,0,1,1,0,0,0,0,0
Bumbo Red,Capleton,2009,6,220266,1,1,1,0,0,0,0,0,0
War Of The Worlds,The London Theatre Orchestra,1996,1,123960,0,0,1,0,0,0,0,0,0
Red Socks Pugie,Foals,2008,36,315253,0,1,1,0,0,0,0,1,0
I Want You,Faith Hill,2005,17,246093,0,0,1,0,0,0,0,0,0
Sarah Palin (I Wanna Lay Pipe) - Remix,John Brown,2008,0,197733,1,0,0,0,0,0,0,0,0
No te apartes de mí,Yahir,2005,54,245333,0,0,1,0,0,0,0,0,0
Going Back To Memphis,Memphis Jug Band,2005,1,147214,0,0,1,0,0,0,1,0,0
Ain't No Sunshine,Michael Jackson,1972,42,251293,0,0,1,0,0,0,0,0,0
Down the Line,Gregory Isaacs,2004,3,218600,0,1,1,0,0,0,0,0,0
African Typic Collection,Sam Fan Thomas,1983,30,390767,0,0,1,0,0,0,0,0,0
La maison où j'ai grandi,Bonita,2008,1,211066,0,0,1,0,0,0,0,0,0
Tired Of You Clowning,Sunnyland Slim,1993,1,192066,0,0,1,0,0,0,1,0,0
Anywhere Anytime (2012),Sara Melson,2012,0,186996,0,0,1,0,0,0,0,0,0
A Crow Left of the Murder,Incubus,2004,39,210866,0,1,1,0,0,0,0,0,0
Ice Cream Cone,The Laurie Berkner Band,1998,9,172466,0,1,1,0,0,0,0,1,0
Ek Pardesi Di,Naseebo Lal,2001,0,518813,0,0,1,0,0,0,0,0,0
Dark Flashes,Brian Keane,2006,0,216066,0,0,0,0,0,0,0,0,0
Moisture,Dishwalla,1995,18,326440,0,1,1,0,0,0,0,0,0
Cry of the Earth,Cybertribe,1997,2,385880,0,0,1,0,0,0,0,0,0
Stack and Pile,Beenie Man,2009,0,201431,0,0,0,0,0,0,0,0,0
Please Baby Blues - Little Junior Parker With Bill Johnson' Blue Flames,Little Junior Parker With Bill Johnson' Blue Flames,2015,0,164075,0,0,0,0,0,0,0,0,0
Goody Two Shoes,Adam Ant,1982,49,209213,0,0,1,0,0,0,0,0,0
Shitzzo,Marco Polo,2010,0,403957,0,0,0,0,0,0,0,0,0
Wonderland,Robin Fox,2001,2,515666,0,0,1,0,0,0,0,0,0
I Versus I,Seventh Star,2007,0,187546,0,0,0,0,0,0,0,0,0
Ellen Disingenuous,BUSDRIVER,2008,0,246240,1,0,0,0,0,0,0,0,0
Plecaciunea Mortii - Maiestrit Version,Negură Bunget,2010,0,672053,0,0,0,0,0,0,0,0,0
Ballin' the Jack,Brenda Lee,2020,0,114416,0,1,0,0,0,0,0,0,0
Don't Keep Me Wondering,Buddy Miles,1997,21,121066,0,1,1,0,0,0,0,0,0
'Round the Wheel,DJ Harry,2001,0,496000,0,0,0,0,0,0,0,0,0
Me Decidi,Gisselle,1998,3,268866,0,0,1,0,0,0,0,0,0
"I'm Throwing Rice (At the Girl I Love) - (Featured in the Columbia film ""Hoedown"")",Eddy Arnold,2013,2,156973,0,0,1,0,0,0,0,0,0
Ace Insurance Man,Bobbie Gentry,1968,6,215066,0,0,1,0,0,0,0,0,0
baby Wayo,African Rhythm Messengers,1999,1,235226,0,0,1,0,0,0,0,0,0
Sans ton amour,Bonita,2008,0,183333,0,0,0,0,0,0,0,0,0
Everybody's boppin' - Live,Ben Sidran,2005,0,367580,0,0,0,0,0,0,0,0,0
Tangos de la flor,Lole Y Manuel,1995,12,243666,0,0,1,0,0,0,0,0,0
The Ram and the Scorpio,Alphonse Mouzon,1978,1,353129,0,0,1,1,0,0,0,0,0
I Am the Curse,Special Duties,1997,1,162866,0,0,1,0,0,0,0,0,0
San Agustin,Los Amigos Invisibles,2008,4,116793,0,1,1,0,0,0,0,1,0
We Are One Light,Aeoliah & Mike Rowlands,2000,14,244666,0,0,1,0,0,0,0,0,0
This World Is Not My Home,James Blackwood with The Light Crust Doughboys,2009,0,138173,0,0,0,0,0,0,0,0,0
Popovic,Mando Diao,2002,3,301266,0,1,1,0,0,0,0,1,0
Pound a Weed,Mikey Dread,2007,1,201960,0,0,1,0,0,0,0,0,0
Boom-Shack-A-Lack,Junior Reid,1985,21,213533,0,1,1,0,0,0,0,0,0
I've Got You Under My Skin,Louis Prima,1991,20,157333,0,0,1,0,0,0,1,0,0
Puritania,Dimmu Borgir,2001,49,186488,0,0,1,0,0,0,0,0,0
My Heart's Desire - Live at Pepsi Stage,KANE,2004,10,716400,0,1,1,0,0,0,0,0,0
Ragoo,Kings of Leon,2007,46,181133,0,1,1,0,0,0,0,0,0
Quand On Est Amoureux,Les Hou-Lops,1965,11,142181,0,0,1,0,0,0,0,0,0
I Like Young Girls,Love Jones,1993,1,182733,0,0,1,0,0,0,0,0,0
Drop The Hammer,The Gone Jackals,1995,11,220493,0,0,1,0,0,0,0,0,0
Another World - 2017 Remaster Audio; Remastered,Richard Hell,2017,12,494506,0,0,1,0,0,0,0,0,0
Tears Falling Down,Charlie Peacock,1991,0,181000,0,1,0,0,0,0,0,0,0
Superconstellation - Part 2,:Blacks On :Blondes,2009,0,164480,0,0,0,0,0,0,0,0,0
Hard Times,Eastmountainsouth,2003,22,225626,0,0,1,0,0,0,0,0,0
Flipside,Bomb Squad,2008,0,182226,0,0,0,0,0,0,0,0,0
Nastaran,Mohammad Nouri,1996,1,273946,0,0,1,0,0,0,0,0,0
Any Way You Want Me To,Jamie Richards,2016,11,240080,0,0,1,0,0,0,0,0,0
Gözlerinde Hüzün,Tayfun,2004,0,343421,0,0,0,0,0,0,0,0,0
Chega De Sausade - Original Mix,Elizeth Cardoso,2009,0,206836,0,0,0,0,0,0,0,0,0
It's Cool,Walter Jackson,2010,19,271373,0,0,1,0,0,0,0,0,0
Tumba Randy,Anthony Blea Y Su Charanga,2004,0,459280,0,0,0,0,0,0,0,0,0
Cendrier,Java,2003,14,190706,0,1,1,0,0,0,0,0,0
Purple Pygmies,Walter Ego,1998,1,535506,0,0,1,0,0,0,0,0,0
Voyagers - Improvisation 12,R. Carlos Nakai,2007,4,177306,0,0,1,0,0,0,0,0,0
Stop the World and Let Me Off,Patsy Cline,1996,27,147760,0,0,1,0,0,0,0,0,0
Playing In The Dirt,Joanna Connor,1989,1,238400,0,0,1,0,0,0,1,0,0
Thank you…,Sakuragakuin,2020,2,266752,0,1,1,0,0,0,0,0,0
Sueño Salvaje,Los Indios Tabajaras,1997,14,171280,0,0,1,0,0,0,0,0,0
Your Chance To Rock,Rodney O,1993,12,211306,1,0,1,0,0,0,0,0,0
Perfect Moment,Darden Smith,2003,19,268946,0,0,1,0,0,0,0,0,0
Wild Talk - Live,D-A-D,1990,1,260373,0,1,1,0,0,0,0,0,0
Nom' Mayi,Dédé Saint-Prix,2007,0,257440,0,0,0,0,0,0,0,0,0
Seasick,The Bureau De Change,2004,0,220880,0,0,0,0,0,0,0,0,0
Reborn,Drowning Pool,2007,16,249200,1,0,1,0,0,0,0,0,0
A Word from Deacon Jones - A Local Cable Access Ministry,Mark Lowry,1996,1,60306,0,0,1,0,0,0,0,0,0
Tú Robaste Mi Corazón,Selena y los Dinos,2024,32,227986,0,0,1,0,0,0,0,0,0
Rainbow Jungle - Dub / Instrumental Reggae Music,Mikey Dread,1984,1,160000,0,0,1,0,0,0,0,0,0
Declaration of Independence,Marquez The Greatest,2003,7,72173,1,0,1,0,0,0,0,0,0
Sweet Love,Mary Black,2008,8,310213,0,0,1,0,0,0,0,0,0
Salva Mea,Faithless,1996,37,645426,0,0,1,0,1,0,0,0,0
Wind Beneath My Wings,RyanDan,2007,20,255800,0,0,1,0,0,0,0,0,0
"Black Market Hell - Live At The Bottom Lounge, Chicago, IL / January 13, 2009",Aiden,2010,1,180480,0,0,1,0,0,0,0,0,0
El Gran Señor,Los Auténticos Decadentes,1997,47,199573,0,1,1,0,0,0,0,0,0
The Way I Am,Eminem,2000,71,290426,1,0,1,0,0,0,0,0,0
Vad två öron klarar,kent,1995,22,222533,0,1,1,0,0,0,0,1,0
22,Lily Allen,2009,30,186306,0,0,1,0,0,0,0,0,0
Nino ven pa'ca,Juan Carmona,1996,1,204573,0,0,1,0,0,0,0,0,0
Revolver - Tracy Young's Shoot to Kill Remix,Madonna,2009,11,564960,0,0,1,0,0,0,0,0,0
En algún rincón,Café Quijano,1999,7,255373,0,0,1,0,0,0,0,0,0
Hey Joe - Live,Roy Buchanan,2012,31,436413,0,1,1,0,0,0,1,0,0
Parola di Faliero,Inoki,2007,5,75933,0,0,1,0,0,0,0,0,0
I Applaud You,Liquid Gang,2000,2,197973,0,0,1,0,0,0,0,0,0
Dans Cette Nuit J'ai Envie De Me Perdre,Didier François,2008,0,185000,0,0,0,0,0,0,0,0,0
Can't Find My Sadie,The Checkers,2010,0,161360,0,0,0,0,0,0,0,0,0
Las Hermanas Granaditas,Los Nakos,1998,0,131039,0,0,0,0,0,0,0,0,0
Mikä Mun Päässä Nykii,Murskahumppa,2009,0,62306,0,0,0,0,0,0,0,0,0
Menuet in the Name of Haydn,Maurice Ravel,2008,1,155200,0,0,1,0,0,1,0,0,0
Matilda Mother,Pink Floyd,1967,38,188493,0,1,1,0,0,0,0,0,0
American Lies,Pennywise,2018,28,131480,0,0,1,0,0,0,0,0,0
"The Imperial March - From ""Star Wars: The Empire Strikes Back"" / Live",John Williams,2024,31,191800,0,0,1,0,0,0,0,0,0
Mr Big Man,Junior Reid,2015,3,213040,0,1,1,0,0,0,0,0,0
Boomerang,CIRRUS,2002,28,357780,0,0,1,0,0,0,0,0,0
In My Bed,Amy Winehouse,2003,50,317013,0,0,1,0,0,0,0,0,0
Down On My Knees,Ayọ,2006,48,240120,0,0,1,0,0,0,0,0,0
The Wedding Samba (Alternate Take),Edmundo Ros,1950,28,173336,0,0,1,0,0,0,0,0,0
Morning Glow,Michael Jackson,1973,18,217973,0,0,1,0,0,0,0,0,0
Supreme Girl,The Sterns,2007,18,151826,0,1,1,0,0,0,0,0,0
Hispaniola A,Pheeroan Aklaff,2007,0,146520,0,0,0,0,0,0,0,0,0
Te Fuiste en Abril,Palito Ortega,2004,33,134346,0,1,1,0,0,0,0,0,0
Yellow Brick Road,Jack Off Jill,2006,24,137972,1,0,1,0,0,0,0,0,0
Albo 25,Hevia,2025,0,273098,0,0,0,0,0,0,0,0,0
Dream State,Paul Taylor,2001,2,267000,0,0,1,1,0,0,0,0,0
It Ain't A Problem,Rick Ross,2006,23,227613,1,0,1,0,0,0,0,0,0
Nüt isch für immer,Mayday,2008,0,307320,0,0,0,0,0,0,0,0,0
Fungus,Swim,1998,0,311533,0,0,0,0,0,0,0,0,0
They Ride By Night,Charles Williams,1993,0,94000,0,0,0,0,0,0,0,0,0
逃亡,Stefanie Sun,2001,36,285293,0,0,1,0,0,0,0,0,0
Sirius Calling,Art Ensemble Of Chicago,2004,0,207093,0,0,0,1,0,0,0,0,0
Make the World Go Away,Ray Price,2007,14,152680,0,0,1,0,0,0,0,0,0
Check It,Lords Of The Underground,1993,21,264640,1,0,1,0,0,0,0,0,0
She's On That Revivalism,John Brown,2009,0,107562,0,0,0,0,0,0,0,0,0
Million Miles,Blue Rodeo,2009,0,544453,0,1,0,0,0,0,0,0,0
Telecommunication,Statues,2005,0,130360,0,0,0,0,0,0,0,0,0
He'll Deliver Me,Janet Paschal,2007,3,230080,0,0,1,0,0,0,0,0,0
Olive Oil,Happy Mondays,1987,22,156693,0,1,1,0,0,0,0,0,0
Llamado de Emergencia,Daddy Yankee,2008,75,239920,0,0,1,0,0,0,0,0,0
"Handel: Agrippina, HWV 6, Act 3: Aria. ""Bel piacere è godere fido amor"" (Poppea)",George Frideric Handel,1981,0,144066,0,0,0,0,0,1,0,0,0
Assis par terre,Pascal Sangla,2010,0,335426,0,0,0,0,0,0,0,0,0
St. Patrick's Day,John Mayer,2001,44,321093,0,0,1,0,0,0,0,0,0
Aff E'chad (Nobody) (Live),Hadag Nahash,2008,0,216933,0,0,0,0,0,0,0,0,0
I Don't Want To Let You Go,Weezer,2009,16,228573,0,1,1,0,0,0,0,0,0
At the Movies,Bad Brains,1983,27,136333,0,0,1,0,0,0,0,0,0
Don't Go Breaking My Heart,Sérgio Mendes,1966,3,149493,0,0,1,1,0,0,0,0,0
"Soldiers at War Feat. Kon Juan, Big Scoob, Short Nutty, L.V.",Tech N9ne,1999,12,354893,1,0,1,0,0,0,0,0,0
Papi Chulo... Te Traigo El Mmmm - Radio Version,Lorna,2003,51,180466,0,0,1,0,0,0,0,0,0
He That Dwelleth (Psalm 91),Daryl Coley,1995,11,320960,0,0,1,0,0,0,0,0,0
女人本色,Sammi Cheng,2016,11,198253,0,0,1,0,0,0,0,0,0
Big John's A-Blowin',Big John Greer,2022,0,155440,0,0,0,0,0,0,1,0,0
In John Fahey There Is No East or West,John Doan,2006,1,273080,0,0,1,0,0,0,0,0,0
Harder To Breathe,Maroon 5,2002,64,173693,1,0,1,0,0,0,0,0,0
Clavelitos,Charanga De La 4,1995,3,330773,0,0,1,0,0,0,0,0,0
Disco jonki,Dusminguet,1998,9,168640,0,1,1,0,0,0,0,0,0
In Progress,trentemøller,2003,17,444360,0,0,1,0,1,0,0,0,0
From Tense to Loose to Slack,THE KEYS,2000,0,143013,0,0,0,0,0,0,0,0,0
I Say a Little Prayer,Mary Black,1989,14,217533,0,0,1,0,0,0,0,0,0
Cold Shot,Stevie Ray Vaughan,1984,48,240986,0,1,1,0,0,0,1,0,0
Campeones De La Vida,Alejandro Lerner,1999,34,153106,0,0,1,0,0,0,0,0,0
Electron libre,Clarisse Lavanant,2005,0,182893,0,0,0,0,0,0,0,0,0
Padam Padam,Marc Perrone,2006,18,64293,0,0,1,0,0,0,0,0,0
Where Does Rosie Go,Kenny Rogers,2023,12,138158,0,1,1,0,0,0,0,0,0
Castle of K’oF’W,Koordinate of Wonders,2006,0,218844,0,0,0,0,0,0,0,0,0
Vine Pa' Echar Candela,Ray Barretto,1975,20,350640,0,0,1,1,0,0,0,0,0
Kyotronics,Erik Tronic,2008,0,257093,0,0,0,0,0,0,0,0,0
A Puro Dolor,Roberto Perera,2002,7,225066,0,0,1,0,0,0,0,0,0
The Phantom Of The Opera: Wishing You Were Somehow Here Again,Andrew Lloyd Webber,1991,10,198133,0,0,1,0,0,0,0,0,0
Rock Tha Party,Bombay Rockers,2005,44,212653,0,0,1,0,0,0,0,0,0
Peace With Myself,Nestor Torres,2006,0,249520,0,0,0,1,0,0,0,0,0
Ihr hated nur (P-Dog Remix),Hecklah,2004,0,263280,0,0,0,0,0,0,0,0,0
Soca Mi Nice,Mongo Santamaria,1996,0,235493,0,0,0,1,0,0,0,0,0
Y'a d'l'abus,Fred Merpol,1999,0,209306,0,0,0,0,0,0,0,0,0
A Fistful of Dollars - 2007 Remaster,Babe Ruth,1975,9,163160,0,0,1,0,0,0,0,0,0
Essa Marie,Samba Trio,1990,0,121106,0,0,0,0,0,0,0,0,0
You Got Me,VHS or Beta,2004,15,216893,0,0,1,0,0,0,0,0,0
I'm Not Afraid When I'm With You,Ken Yokoyama,2004,9,173546,0,1,1,0,0,0,0,0,0
Ode to Billie Joe,King Curtis,1967,18,170546,0,0,1,1,0,0,1,0,0
Michael & His Slipper Tree '93 - Original Version,The Equals,2005,23,185440,0,0,1,0,0,0,0,0,0
Circle Round The Moon,Charley Patton,1990,2,154671,0,0,1,0,0,0,1,0,0
Follow Me Up To Carlow,Planxty,1973,33,144720,0,0,1,0,0,0,0,0,0
Mighty Army Band,Gold City,2001,4,182266,0,0,1,0,0,0,0,0,0
Swan Lake,Brazilian Tropical Orchestra,2013,0,144600,0,0,0,0,0,0,0,0,0
Laivamatka WC:ssä,M.A. Numminen,1991,2,102733,0,1,1,0,0,0,0,0,0
Hey Joe,Carl Smith,2005,27,150040,0,0,1,0,0,0,0,0,0
Swinging on a Star,Big Dee Irwin,2016,28,159000,0,0,1,0,0,0,0,0,0
Happy,Carolyn Arends,1999,1,231373,0,0,1,0,0,0,0,0,0
Cuenta Conmigo,María Cristina Plata,2017,30,195253,0,0,1,0,0,0,0,0,0
Parasitic Twins,The Dillinger Escape Plan,2010,19,279333,0,0,1,0,0,0,0,0,0
Rain Keeps Falling Down,Jimmy Witherspoon,2008,0,198266,0,0,0,1,0,0,1,0,0
Dame Tu Cariño,Ray Barretto,1963,2,189464,0,0,1,1,0,0,0,0,0
Sweet Little Sixteen,Vince Taylor,2003,2,199960,0,0,1,0,0,0,0,0,0
We Played a Game,Adolph Hofner,1994,0,152026,0,0,0,0,0,0,0,0,0
El Amor de Mi Vida - Instrumental,Israel y Moises,2020,0,215720,0,0,0,0,0,0,0,0,0
Behind The Line Of Grace,Karen Peck & New River,2007,0,218973,0,0,0,0,0,0,0,0,0
Midnight,The Refreshments,1997,1,239373,0,0,1,0,0,0,0,0,0
America the Beautiful,Jay Pérez,2002,1,157546,0,0,1,0,0,0,0,0,0
Tunnel Vision,Finest Dearest,2008,0,294000,0,0,0,0,0,0,0,0,0
Wish,Brian Littrell,2006,17,236466,0,0,1,0,0,0,0,0,0
Me Falta el Aliento,Estopa,1999,55,218173,0,0,1,0,0,0,0,0,0
Idaho Red,Wade Ray,2013,2,141853,0,0,1,0,0,0,0,0,0
Fake Tales Of San Francisco,Arctic Monkeys,2006,61,177946,1,1,1,0,0,0,0,1,0
Baby I Need Your Loving,Delroy Wilson,2009,5,149013,0,1,1,0,0,0,0,0,0
Big Fella,Slum Village,2005,2,170906,1,0,1,0,0,0,0,0,0
Bajo Un Palmar,Barbarito Diez,1996,27,175798,0,0,1,0,0,0,0,0,0
First Kiss,David Arkenstone,2001,5,206093,0,0,1,0,0,0,0,0,0
The Yellow Rose of Texas,Orlando Pops Orchestra,2013,0,266506,0,0,1,0,0,0,0,0,0
Standing On The Promises - Live,Daryl Coley,1996,19,352840,0,0,1,0,0,0,0,0,0
In The Sweet By And By,Deborah Allen,2007,1,172493,0,0,1,0,0,0,0,0,0
Know Your Friends,Tanto Metro & Devonte,1999,2,218826,0,0,1,0,0,0,0,0,0
"We Sleep Forever - Live At The Bottom Lounge, Chicago, IL / January 13, 2009",Aiden,2010,2,281480,0,0,1,0,0,0,0,0,0
Container - Remastered 2023,Kaizers Orchestra,2001,9,139998,0,1,1,0,0,0,0,1,0
Dash Way Belly,Kiprich,2007,0,189173,0,0,0,0,0,0,0,0,0
Un Jour Au Cirque: Two Blind Loves,The Marx Brothers,1993,0,145026,0,0,0,0,0,0,0,0,0
Balanséy lala,Dédé Saint-Prix,2018,0,259360,0,0,0,0,0,0,0,0,0
Perfect Motion - Boys Own Mix,Sunscreem,2012,27,591800,0,0,1,0,0,0,0,0,0
Speed of Sound,Coldplay,2005,70,287906,0,0,1,0,0,0,0,0,0
Valokeilojen vampyyri,Indica,2009,1,210506,0,0,1,0,0,0,0,0,0
I'se Just A Bad Luck Man,Casey Bill Weldon,1993,0,202789,0,0,0,0,0,0,1,0,0
Get a Straw,Lady Saw,2010,10,209573,0,0,1,0,0,0,0,0,0
No Me Acuerdo,Alejandro Lerner,1997,18,248000,0,0,1,0,0,0,0,0,0
In My Life,Boyz II Men,2009,18,151600,0,0,1,0,0,0,0,0,0
Gotta Mind To Travel,Coco Montoya,1995,5,233493,0,1,1,0,0,0,1,0,0
Can You Hear The Angels,Virtue,2005,6,223506,0,0,1,0,0,0,0,0,0
Pass The Puck,Two Man Advantage,2001,0,30026,1,0,0,0,0,0,0,0,0
分手要狠,Kary Ng,2008,27,206493,0,0,1,0,0,0,0,0,0
Gone To The Movies,Semisonic,1998,25,232760,0,1,1,0,0,0,0,0,0
Piel Canela,La Sonora Matancera,1989,38,171266,0,0,1,0,0,0,0,0,0
Visão,Nana Caymmi,2009,8,177000,0,0,1,0,0,0,0,0,0
Long Way Home,Ginny Owens,2005,0,265493,0,0,0,0,0,0,0,0,0
It's You - JJ Flores Radio Edit Remix,YORK,2004,9,240199,0,0,1,0,0,0,0,0,0
Tania,Fruko Y Sus Tesos,1974,31,222013,0,0,1,0,0,0,0,0,0
Nuttin' 2 Somethin',T-Bone,2001,11,223956,0,0,1,0,0,0,0,0,0
Sin,Nine Inch Nails,1989,48,246306,0,1,1,0,1,0,0,0,0
16mm Dream,Jeremy Fisher,2021,1,233314,0,0,1,0,0,0,0,1,0
In My Mind,Play,1985,5,284493,0,0,1,0,0,0,0,0,0
"Binaural Presentation - Process And Passion, Pt. 4",Roger Reynolds,2004,0,158133,0,0,0,0,0,1,0,0,0
"Hello, How Ya Been? Goodbye",Guitar Slim,2005,0,142800,0,0,0,0,0,0,1,0,0
La Coloreteada,El Tiempo,1999,30,200040,0,0,1,0,0,0,0,0,0
Autoroute,Madilu System,1993,20,357306,0,0,1,0,0,0,0,0,0
Trust In Him,The Clark Sisters,1986,21,416800,0,0,1,0,0,0,0,0,0
The Cold Stares Of Dead Eyes,Soul Embraced,2001,1,165826,0,0,1,0,0,0,0,0,0
Reginella,Rita Chiarelli,2008,0,280600,0,0,0,0,0,0,1,0,0
Phone Booth - Live,Robert Cray,2023,5,228806,0,1,1,0,0,0,1,0,0
All Or Nothing - Wonderful World Album Version,Chris Eaton,1995,0,288266,0,0,0,0,0,0,0,0,0
Conscience,"James Darren, Shelley Fabares & Paul Peter",2011,1,155880,0,0,1,0,0,0,0,0,0
Ojos Negros,Olga Tañón,2002,2,254200,0,0,1,0,0,0,0,0,0
Street Crab,Helmet,1994,30,211266,0,1,1,0,0,0,0,0,0
Corazón Contento,Palito Ortega,1968,48,157346,0,1,1,0,0,0,0,0,0
15 Minutes Older,Sasha,2009,3,214826,0,0,1,0,0,0,0,0,0
Saved,Chris Rodriguez,1999,0,263173,0,0,0,0,0,0,0,0,0
Fiddle Dee Dee - Original,Pee Wee Crayton,2006,0,168250,0,0,0,0,0,0,1,0,0
Rock the Night,Hellsongs,2008,17,274880,0,1,1,0,0,0,0,1,0
Prequel To The Sequel,Between The Buried And Me,2007,29,516613,0,0,1,0,0,0,0,0,0
Flamingos,Michael Whalen,1994,0,95066,0,0,0,0,0,0,0,0,0
Likambo,Kékélé,1996,4,219866,0,0,1,0,0,0,0,0,0
Duck And Run,3 Doors Down,2000,47,230600,0,1,1,0,0,0,0,0,0
Under Attack,Ice,2002,0,212973,0,0,0,0,0,0,0,0,0
The Heavenly Place,The Chiffons,2019,3,145733,0,1,1,0,0,0,0,0,0
Drifting Away,Faithless,1996,37,249333,0,0,1,0,1,0,0,0,0
Off the Record,Jean Fauque,2008,0,219400,0,0,0,0,0,0,0,0,0
Fried Neckbones And Home Fries,Santana,2015,8,637173,0,1,1,0,0,0,1,0,0
Little Silver Bells,Elton Britt,2004,0,132911,0,0,0,0,0,0,0,0,0
Dear Death Part 2,Emery,2009,22,186866,0,0,1,0,0,0,0,0,0
"Dad Apologizes - From ""Chicken Little""/Score",John Debney,2005,10,195373,0,0,1,0,0,0,0,0,0
La paix des étoiles,Alexis HK,2009,7,205320,0,1,1,0,0,0,0,0,0
Kopla ja kummisetä,Irwin Goodman,2010,0,184493,0,1,1,0,0,0,0,0,0
Esto Es Real,Baby Rasta & Gringo,2019,2,220056,1,0,1,0,0,0,0,0,0
Livin' Above Your Head,Jay & The Americans,1966,9,165093,0,1,1,0,0,0,0,0,0
Hammer & a Stone - Live Acoustic,Seven Mary Three,2010,16,283160,0,0,1,0,0,0,0,0,0
Gangster of Love,Pretty Boy Floyd,2003,1,218266,0,1,1,0,0,0,0,0,0
Sweet Disposition,The Temper Trap,2009,72,234360,0,1,1,0,0,0,0,1,0
Pon De Floor - Radio Edit (without silence),Major Lazer,2011,10,166026,0,0,1,0,0,0,0,0,0
Rollercoasting,Helen Love,1994,0,171000,0,1,0,0,0,0,0,1,0
Celos - Salsa Version,Obie Bermudez,2007,10,261026,0,0,1,0,0,0,0,0,0
Las Cadenas,Selena,1992,40,193693,0,0,1,0,0,0,0,0,0
Stormy Weather - 2024 Mix,Frank Sinatra,2024,33,228826,0,0,1,0,0,0,0,0,0
Les choses,Edgar Bori,2000,1,311826,0,0,1,0,0,0,0,0,0
"Maria Wiegenlied, Op. 76, No. 52",Max Reger,1992,18,122800,0,0,1,0,0,1,0,0,0
Zero M2,Benga,2008,13,233146,0,0,1,0,0,0,0,0,0
Vanhapoika-Severi,Esa Pakarinen,2008,0,152573,0,0,1,0,0,0,0,0,0
Dream Baby Dream,Black Tambourine,2009,28,236720,0,0,1,0,0,0,0,0,0
