spotify_title,spotify_artist,release_date,popularity,duration_ms,explicit,is_rock,is_pop,is_jazz,is_electronic,is_classical,is_blues,is_indie,is_hot,cluster
Wild Talk - Live,D-A-D,1990,1,260373,0,1,1,0,0,0,0,0,0,2
Nom' Mayi,Dédé Saint-Prix,2007,0,257440,0,0,0,0,0,0,0,0,0,4
Seasick,The Bureau De Change,2004,0,220880,0,0,0,0,0,0,0,0,0,4
Reborn,Drowning Pool,2007,16,249200,1,0,1,0,0,0,0,0,0,3
A Word from Deacon Jones - A Local Cable Access Ministry,Mark Lowry,1996,1,60306,0,0,1,0,0,0,0,0,0,4
Tú Robaste Mi Corazón,Selena y los Dinos,2024,32,227986,0,0,1,0,0,0,0,0,0,4
Rainbow Jungle - Dub / Instrumental Reggae Music,Mikey Dread,1984,1,160000,0,0,1,0,0,0,0,0,0,4
Declaration of Independence,Marquez The Greatest,2003,7,72173,1,0,1,0,0,0,0,0,0,3
Sweet Love,Mary Black,2008,8,310213,0,0,1,0,0,0,0,0,0,4
Salva Mea,Faithless,1996,37,645426,0,0,1,0,1,0,0,0,0,1
Wind Beneath My Wings,RyanDan,2007,20,255800,0,0,1,0,0,0,0,0,0,0
"Black Market Hell - Live At The Bottom Lounge, Chicago, IL / January 13, 2009",Aiden,2010,1,180480,0,0,1,0,0,0,0,0,0,4
El Gran Señor,Los Auténticos Decadentes,1997,47,199573,0,1,1,0,0,0,0,0,0,2
Vad två öron klarar,kent,1995,22,222533,0,1,1,0,0,0,0,1,0,8
22,Lily Allen,2009,30,186306,0,0,1,0,0,0,0,0,0,0
Nino ven pa'ca,Juan Carmona,1996,1,204573,0,0,1,0,0,0,0,0,0,4
Revolver - Tracy Young's Shoot to Kill Remix,Madonna,2009,11,564960,0,0,1,0,0,0,0,0,0,0
En algún rincón,Café Quijano,1999,7,255373,0,0,1,0,0,0,0,0,0,0
Hey Joe - Live,Roy Buchanan,2012,31,436413,0,1,1,0,0,0,1,0,0,7
Parola di Faliero,Inoki,2007,5,75933,0,0,1,0,0,0,0,0,0,4
I Applaud You,Liquid Gang,2000,2,197973,0,0,1,0,0,0,0,0,0,4
Dans Cette Nuit J'ai Envie De Me Perdre,Didier François,2008,0,185000,0,0,0,0,0,0,0,0,0,4
Can't Find My Sadie,The Checkers,2010,0,161360,0,0,0,0,0,0,0,0,0,4
Las Hermanas Granaditas,Los Nakos,1998,0,131039,0,0,0,0,0,0,0,0,0,4
Mikä Mun Päässä Nykii,Murskahumppa,2009,0,62306,0,0,0,0,0,0,0,0,0,4
Menuet in the Name of Haydn,Maurice Ravel,2008,1,155200,0,0,1,0,0,1,0,0,0,6
Matilda Mother,Pink Floyd,1967,38,188493,0,1,1,0,0,0,0,0,0,2
American Lies,Pennywise,2018,28,131480,0,0,1,0,0,0,0,0,0,0
"The Imperial March - From ""Star Wars: The Empire Strikes Back"" / Live",John Williams,2024,31,191800,0,0,1,0,0,0,0,0,0,4
Mr Big Man,Junior Reid,2015,3,213040,0,1,1,0,0,0,0,0,0,2
Boomerang,CIRRUS,2002,28,357780,0,0,1,0,0,0,0,0,0,4
In My Bed,Amy Winehouse,2003,50,317013,0,0,1,0,0,0,0,0,0,4
Down On My Knees,Ayọ,2006,48,240120,0,0,1,0,0,0,0,0,0,4
The Wedding Samba (Alternate Take),Edmundo Ros,1950,28,173336,0,0,1,0,0,0,0,0,0,4
Morning Glow,Michael Jackson,1973,18,217973,0,0,1,0,0,0,0,0,0,4
Supreme Girl,The Sterns,2007,18,151826,0,1,1,0,0,0,0,0,0,2
Hispaniola A,Pheeroan Aklaff,2007,0,146520,0,0,0,0,0,0,0,0,0,4
Te Fuiste en Abril,Palito Ortega,2004,33,134346,0,1,1,0,0,0,0,0,0,0
Yellow Brick Road,Jack Off Jill,2006,24,137972,1,0,1,0,0,0,0,0,0,3
Albo 25,Hevia,2025,0,273098,0,0,0,0,0,0,0,0,0,4
Dream State,Paul Taylor,2001,2,267000,0,0,1,1,0,0,0,0,0,5
It Ain't A Problem,Rick Ross,2006,23,227613,1,0,1,0,0,0,0,0,0,3
Nüt isch für immer,Mayday,2008,0,307320,0,0,0,0,0,0,0,0,0,4
Fungus,Swim,1998,0,311533,0,0,0,0,0,0,0,0,0,4
They Ride By Night,Charles Williams,1993,0,94000,0,0,0,0,0,0,0,0,0,4
逃亡,Stefanie Sun,2001,36,285293,0,0,1,0,0,0,0,0,0,0
Sirius Calling,Art Ensemble Of Chicago,2004,0,207093,0,0,0,1,0,0,0,0,0,5
Make the World Go Away,Ray Price,2007,14,152680,0,0,1,0,0,0,0,0,0,4
Check It,Lords Of The Underground,1993,21,264640,1,0,1,0,0,0,0,0,0,3
She's On That Revivalism,John Brown,2009,0,107562,0,0,0,0,0,0,0,0,0,4
Million Miles,Blue Rodeo,2009,0,544453,0,1,0,0,0,0,0,0,0,2
Telecommunication,Statues,2005,0,130360,0,0,0,0,0,0,0,0,0,4
He'll Deliver Me,Janet Paschal,2007,3,230080,0,0,1,0,0,0,0,0,0,4
Olive Oil,Happy Mondays,1987,22,156693,0,1,1,0,0,0,0,0,0,0
Llamado de Emergencia,Daddy Yankee,2008,75,239920,0,0,1,0,0,0,0,0,0,4
"Handel: Agrippina, HWV 6, Act 3: Aria. ""Bel piacere è godere fido amor"" (Poppea)",George Frideric Handel,1981,0,144066,0,0,0,0,0,1,0,0,0,6
Assis par terre,Pascal Sangla,2010,0,335426,0,0,0,0,0,0,0,0,0,4
St. Patrick's Day,John Mayer,2001,44,321093,0,0,1,0,0,0,0,0,0,4
Aff E'chad (Nobody) (Live),Hadag Nahash,2008,0,216933,0,0,0,0,0,0,0,0,0,4
I Don't Want To Let You Go,Weezer,2009,16,228573,0,1,1,0,0,0,0,0,0,0
At the Movies,Bad Brains,1983,27,136333,0,0,1,0,0,0,0,0,0,4
Don't Go Breaking My Heart,Sérgio Mendes,1966,3,149493,0,0,1,1,0,0,0,0,0,5
"Soldiers at War Feat. Kon Juan, Big Scoob, Short Nutty, L.V.",Tech N9ne,1999,12,354893,1,0,1,0,0,0,0,0,0,3
Papi Chulo... Te Traigo El Mmmm - Radio Version,Lorna,2003,51,180466,0,0,1,0,0,0,0,0,0,4
He That Dwelleth (Psalm 91),Daryl Coley,1995,11,320960,0,0,1,0,0,0,0,0,0,4
女人本色,Sammi Cheng,2016,11,198253,0,0,1,0,0,0,0,0,0,0
Big John's A-Blowin',Big John Greer,2022,0,155440,0,0,0,0,0,0,1,0,0,7
In John Fahey There Is No East or West,John Doan,2006,1,273080,0,0,1,0,0,0,0,0,0,4
Harder To Breathe,Maroon 5,2002,64,173693,1,0,1,0,0,0,0,0,0,3
Clavelitos,Charanga De La 4,1995,3,330773,0,0,1,0,0,0,0,0,0,4
Disco jonki,Dusminguet,1998,9,168640,0,1,1,0,0,0,0,0,0,2
In Progress,trentemøller,2003,17,444360,0,0,1,0,1,0,0,0,0,1
From Tense to Loose to Slack,THE KEYS,2000,0,143013,0,0,0,0,0,0,0,0,0,4
I Say a Little Prayer,Mary Black,1989,14,217533,0,0,1,0,0,0,0,0,0,4
Cold Shot,Stevie Ray Vaughan,1984,48,240986,0,1,1,0,0,0,1,0,0,7
Campeones De La Vida,Alejandro Lerner,1999,34,153106,0,0,1,0,0,0,0,0,0,4
Electron libre,Clarisse Lavanant,2005,0,182893,0,0,0,0,0,0,0,0,0,4
Padam Padam,Marc Perrone,2006,18,64293,0,0,1,0,0,0,0,0,0,4
Where Does Rosie Go,Kenny Rogers,2023,12,138158,0,1,1,0,0,0,0,0,0,0
Castle of K’oF’W,Koordinate of Wonders,2006,0,218844,0,0,0,0,0,0,0,0,0,4
Vine Pa' Echar Candela,Ray Barretto,1975,20,350640,0,0,1,1,0,0,0,0,0,5
Kyotronics,Erik Tronic,2008,0,257093,0,0,0,0,0,0,0,0,0,4
A Puro Dolor,Roberto Perera,2002,7,225066,0,0,1,0,0,0,0,0,0,4
The Phantom Of The Opera: Wishing You Were Somehow Here Again,Andrew Lloyd Webber,1991,10,198133,0,0,1,0,0,0,0,0,0,4
Rock Tha Party,Bombay Rockers,2005,44,212653,0,0,1,0,0,0,0,0,0,4
Peace With Myself,Nestor Torres,2006,0,249520,0,0,0,1,0,0,0,0,0,5
Ihr hated nur (P-Dog Remix),Hecklah,2004,0,263280,0,0,0,0,0,0,0,0,0,4
Soca Mi Nice,Mongo Santamaria,1996,0,235493,0,0,0,1,0,0,0,0,0,5
Y'a d'l'abus,Fred Merpol,1999,0,209306,0,0,0,0,0,0,0,0,0,4
A Fistful of Dollars - 2007 Remaster,Babe Ruth,1975,9,163160,0,0,1,0,0,0,0,0,0,4
Essa Marie,Samba Trio,1990,0,121106,0,0,0,0,0,0,0,0,0,4
You Got Me,VHS or Beta,2004,15,216893,0,0,1,0,0,0,0,0,0,4
I'm Not Afraid When I'm With You,Ken Yokoyama,2004,9,173546,0,1,1,0,0,0,0,0,0,2
Ode to Billie Joe,King Curtis,1967,18,170546,0,0,1,1,0,0,1,0,0,5
Michael & His Slipper Tree '93 - Original Version,The Equals,2005,23,185440,0,0,1,0,0,0,0,0,0,0
Circle Round The Moon,Charley Patton,1990,2,154671,0,0,1,0,0,0,1,0,0,7
Follow Me Up To Carlow,Planxty,1973,33,144720,0,0,1,0,0,0,0,0,0,4
Mighty Army Band,Gold City,2001,4,182266,0,0,1,0,0,0,0,0,0,4
Swan Lake,Brazilian Tropical Orchestra,2013,0,144600,0,0,0,0,0,0,0,0,0,4
Laivamatka WC:ssä,M.A. Numminen,1991,2,102733,0,1,1,0,0,0,0,0,0,2
Swinging on a Star,Big Dee Irwin,2016,28,159000,0,0,1,0,0,0,0,0,0,4
Happy,Carolyn Arends,1999,1,231373,0,0,1,0,0,0,0,0,0,4
Cuenta Conmigo,María Cristina Plata,2017,30,195253,0,0,1,0,0,0,0,0,0,4
Parasitic Twins,The Dillinger Escape Plan,2010,19,279333,0,0,1,0,0,0,0,0,0,4
Rain Keeps Falling Down,Jimmy Witherspoon,2008,0,198266,0,0,0,1,0,0,1,0,0,5
Dame Tu Cariño,Ray Barretto,1963,2,189464,0,0,1,1,0,0,0,0,0,5
Sweet Little Sixteen,Vince Taylor,2003,2,199960,0,0,1,0,0,0,0,0,0,4
We Played a Game,Adolph Hofner,1994,0,152026,0,0,0,0,0,0,0,0,0,4
El Amor de Mi Vida - Instrumental,Israel y Moises,2020,0,215720,0,0,0,0,0,0,0,0,0,4
Behind The Line Of Grace,Karen Peck & New River,2007,0,218973,0,0,0,0,0,0,0,0,0,4
Midnight,The Refreshments,1997,1,239373,0,0,1,0,0,0,0,0,0,4
America the Beautiful,Jay Pérez,2002,1,157546,0,0,1,0,0,0,0,0,0,4
Tunnel Vision,Finest Dearest,2008,0,294000,0,0,0,0,0,0,0,0,0,4
Wish,Brian Littrell,2006,17,236466,0,0,1,0,0,0,0,0,0,4
Me Falta el Aliento,Estopa,1999,55,218173,0,0,1,0,0,0,0,0,0,0
Idaho Red,Wade Ray,2013,2,141853,0,0,1,0,0,0,0,0,0,4
Fake Tales Of San Francisco,Arctic Monkeys,2006,61,177946,1,1,1,0,0,0,0,1,0,8
Baby I Need Your Loving,Delroy Wilson,2009,5,149013,0,1,1,0,0,0,0,0,0,2
Big Fella,Slum Village,2005,2,170906,1,0,1,0,0,0,0,0,0,3
Bajo Un Palmar,Barbarito Diez,1996,27,175798,0,0,1,0,0,0,0,0,0,4
First Kiss,David Arkenstone,2001,5,206093,0,0,1,0,0,0,0,0,0,4
The Yellow Rose of Texas,Orlando Pops Orchestra,2013,0,266506,0,0,1,0,0,0,0,0,0,0
Standing On The Promises - Live,Daryl Coley,1996,19,352840,0,0,1,0,0,0,0,0,0,4
In The Sweet By And By,Deborah Allen,2007,1,172493,0,0,1,0,0,0,0,0,0,0
Know Your Friends,Tanto Metro & Devonte,1999,2,218826,0,0,1,0,0,0,0,0,0,4
"We Sleep Forever - Live At The Bottom Lounge, Chicago, IL / January 13, 2009",Aiden,2010,2,281480,0,0,1,0,0,0,0,0,0,4
Container - Remastered 2023,Kaizers Orchestra,2001,9,139998,0,1,1,0,0,0,0,1,0,8
Dash Way Belly,Kiprich,2007,0,189173,0,0,0,0,0,0,0,0,0,4
Un Jour Au Cirque: Two Blind Loves,The Marx Brothers,1993,0,145026,0,0,0,0,0,0,0,0,0,4
Balanséy lala,Dédé Saint-Prix,2018,0,259360,0,0,0,0,0,0,0,0,0,4
Perfect Motion - Boys Own Mix,Sunscreem,2012,27,591800,0,0,1,0,0,0,0,0,0,4
Speed of Sound,Coldplay,2005,70,287906,0,0,1,0,0,0,0,0,0,0
Valokeilojen vampyyri,Indica,2009,1,210506,0,0,1,0,0,0,0,0,0,4
I'se Just A Bad Luck Man,Casey Bill Weldon,1993,0,202789,0,0,0,0,0,0,1,0,0,7
Get a Straw,Lady Saw,2010,10,209573,0,0,1,0,0,0,0,0,0,4
No Me Acuerdo,Alejandro Lerner,1997,18,248000,0,0,1,0,0,0,0,0,0,4
In My Life,Boyz II Men,2009,18,151600,0,0,1,0,0,0,0,0,0,4
Gotta Mind To Travel,Coco Montoya,1995,5,233493,0,1,1,0,0,0,1,0,0,7
Can You Hear The Angels,Virtue,2005,6,223506,0,0,1,0,0,0,0,0,0,4
Pass The Puck,Two Man Advantage,2001,0,30026,1,0,0,0,0,0,0,0,0,3
分手要狠,Kary Ng,2008,27,206493,0,0,1,0,0,0,0,0,0,0
Gone To The Movies,Semisonic,1998,25,232760,0,1,1,0,0,0,0,0,0,0
Piel Canela,La Sonora Matancera,1989,38,171266,0,0,1,0,0,0,0,0,0,4
Visão,Nana Caymmi,2009,8,177000,0,0,1,0,0,0,0,0,0,4
Long Way Home,Ginny Owens,2005,0,265493,0,0,0,0,0,0,0,0,0,4
It's You - JJ Flores Radio Edit Remix,YORK,2004,9,240199,0,0,1,0,0,0,0,0,0,4
Tania,Fruko Y Sus Tesos,1974,31,222013,0,0,1,0,0,0,0,0,0,4
Nuttin' 2 Somethin',T-Bone,2001,11,223956,0,0,1,0,0,0,0,0,0,4
Sin,Nine Inch Nails,1989,48,246306,0,1,1,0,1,0,0,0,0,1
16mm Dream,Jeremy Fisher,2021,1,233314,0,0,1,0,0,0,0,1,0,8
In My Mind,Play,1985,5,284493,0,0,1,0,0,0,0,0,0,4
"Binaural Presentation - Process And Passion, Pt. 4",Roger Reynolds,2004,0,158133,0,0,0,0,0,1,0,0,0,6
"Hello, How Ya Been? Goodbye",Guitar Slim,2005,0,142800,0,0,0,0,0,0,1,0,0,7
La Coloreteada,El Tiempo,1999,30,200040,0,0,1,0,0,0,0,0,0,4
Autoroute,Madilu System,1993,20,357306,0,0,1,0,0,0,0,0,0,4
Trust In Him,The Clark Sisters,1986,21,416800,0,0,1,0,0,0,0,0,0,4
The Cold Stares Of Dead Eyes,Soul Embraced,2001,1,165826,0,0,1,0,0,0,0,0,0,4
Reginella,Rita Chiarelli,2008,0,280600,0,0,0,0,0,0,1,0,0,7
Phone Booth - Live,Robert Cray,2023,5,228806,0,1,1,0,0,0,1,0,0,7
All Or Nothing - Wonderful World Album Version,Chris Eaton,1995,0,288266,0,0,0,0,0,0,0,0,0,4
Conscience,"James Darren, Shelley Fabares & Paul Peter",2011,1,155880,0,0,1,0,0,0,0,0,0,4
Ojos Negros,Olga Tañón,2002,2,254200,0,0,1,0,0,0,0,0,0,0
Street Crab,Helmet,1994,30,211266,0,1,1,0,0,0,0,0,0,2
Corazón Contento,Palito Ortega,1968,48,157346,0,1,1,0,0,0,0,0,0,0
15 Minutes Older,Sasha,2009,3,214826,0,0,1,0,0,0,0,0,0,4
Saved,Chris Rodriguez,1999,0,263173,0,0,0,0,0,0,0,0,0,4
Fiddle Dee Dee - Original,Pee Wee Crayton,2006,0,168250,0,0,0,0,0,0,1,0,0,7
Rock the Night,Hellsongs,2008,17,274880,0,1,1,0,0,0,0,1,0,8
Prequel To The Sequel,Between The Buried And Me,2007,29,516613,0,0,1,0,0,0,0,0,0,4
Flamingos,Michael Whalen,1994,0,95066,0,0,0,0,0,0,0,0,0,4
Likambo,Kékélé,1996,4,219866,0,0,1,0,0,0,0,0,0,4
Duck And Run,3 Doors Down,2000,47,230600,0,1,1,0,0,0,0,0,0,2
Under Attack,Ice,2002,0,212973,0,0,0,0,0,0,0,0,0,4
The Heavenly Place,The Chiffons,2019,3,145733,0,1,1,0,0,0,0,0,0,0
Drifting Away,Faithless,1996,37,249333,0,0,1,0,1,0,0,0,0,1
Off the Record,Jean Fauque,2008,0,219400,0,0,0,0,0,0,0,0,0,4
Fried Neckbones And Home Fries,Santana,2015,8,637173,0,1,1,0,0,0,1,0,0,7
Little Silver Bells,Elton Britt,2004,0,132911,0,0,0,0,0,0,0,0,0,4
Dear Death Part 2,Emery,2009,22,186866,0,0,1,0,0,0,0,0,0,4
"Dad Apologizes - From ""Chicken Little""/Score",John Debney,2005,10,195373,0,0,1,0,0,0,0,0,0,4
La paix des étoiles,Alexis HK,2009,7,205320,0,1,1,0,0,0,0,0,0,0
Kopla ja kummisetä,Irwin Goodman,2010,0,184493,0,1,1,0,0,0,0,0,0,0
Esto Es Real,Baby Rasta & Gringo,2019,2,220056,1,0,1,0,0,0,0,0,0,3
Livin' Above Your Head,Jay & The Americans,1966,9,165093,0,1,1,0,0,0,0,0,0,0
Hammer & a Stone - Live Acoustic,Seven Mary Three,2010,16,283160,0,0,1,0,0,0,0,0,0,4
Gangster of Love,Pretty Boy Floyd,2003,1,218266,0,1,1,0,0,0,0,0,0,2
Sweet Disposition,The Temper Trap,2009,72,234360,0,1,1,0,0,0,0,1,0,8
Pon De Floor - Radio Edit (without silence),Major Lazer,2011,10,166026,0,0,1,0,0,0,0,0,0,0
Rollercoasting,Helen Love,1994,0,171000,0,1,0,0,0,0,0,1,0,8
Celos - Salsa Version,Obie Bermudez,2007,10,261026,0,0,1,0,0,0,0,0,0,0
Las Cadenas,Selena,1992,40,193693,0,0,1,0,0,0,0,0,0,0
Stormy Weather - 2024 Mix,Frank Sinatra,2024,33,228826,0,0,1,0,0,0,0,0,0,4
Les choses,Edgar Bori,2000,1,311826,0,0,1,0,0,0,0,0,0,4
"Maria Wiegenlied, Op. 76, No. 52",Max Reger,1992,18,122800,0,0,1,0,0,1,0,0,0,6
Zero M2,Benga,2008,13,233146,0,0,1,0,0,0,0,0,0,4
Vanhapoika-Severi,Esa Pakarinen,2008,0,152573,0,0,1,0,0,0,0,0,0,0
Dream Baby Dream,Black Tambourine,2009,28,236720,0,0,1,0,0,0,0,0,0,0
Simple Twist of Fate,Bob Dylan,1975,54,256800,0,1,1,0,0,0,0,0,0,2
Hillbillies from Outerspace,The Vaughan Brothers,1990,29,225160,0,1,1,0,0,0,1,0,0,7
Wings Of Love,Zagar,2015,6,401240,0,1,1,0,0,0,0,0,0,2
Betrayal Is A Symptom,Thrice,2002,26,169733,0,0,1,0,0,0,0,0,0,4
When We Dance,Mariano Yanani,2005,0,239187,0,0,0,0,0,0,0,0,0,4
My Mind's Eye - Alternate Mix (Electronically Processed Stereo),Small Faces,1967,20,121026,0,0,1,0,0,0,1,0,0,7
Fallin in Love Again,Ann Hampton Callaway,1997,0,223066,0,0,0,1,0,0,0,0,0,5
We Put It Down for Y'all,Busta Rhymes,2000,16,209600,1,0,1,0,0,0,0,0,0,3
Manies Manigances,Maurane,1996,1,172066,0,0,1,0,0,0,0,0,0,0
13 jours en France (Orchestre) - 2008 Remastered Version,Francis Lai,1968,25,246426,0,0,1,0,1,0,0,0,0,1
Romantic Rights,Death From Above 1979,2005,32,195106,0,1,1,0,0,0,0,1,0,8
Resolutions from The Long Day Closes - Voice,Arthur Sullivan,1999,1,127400,0,0,1,0,0,0,0,0,0,4
Scandalon,Michael Card,1985,15,237360,0,0,1,0,0,0,0,0,0,4
Caress Me,Sizzla,2013,1,254360,0,0,1,0,0,0,0,0,0,4
Outro,Tunsi,2003,0,71266,0,0,0,0,0,0,0,0,0,4
Around The World,Roger Williams,1989,18,185506,0,0,1,0,0,0,0,0,0,4
Scandalous,Willie Clayton,2006,4,249226,0,0,1,0,0,0,1,0,0,7
Rowena,Loudon Wainwright III,2009,0,152520,0,0,0,0,0,0,0,0,0,4
So Many Reasons,20/20,1998,0,207160,0,0,1,0,0,0,0,0,0,0
Locust Reign,Converge,1999,12,88266,0,1,1,0,0,0,0,0,0,2
Caja de Cerillas,Johannes Linstead,2000,4,298106,0,0,1,0,0,0,0,0,0,4
Spann's Boogie Woogie,Otis Spann,1964,2,133129,0,0,1,1,0,0,1,0,0,5
Anyway Anyhow Anywhere - Stereo Version,The Who,1965,29,163979,0,1,1,0,0,0,0,0,0,2
Windpower,Thomas Dolby,1983,23,259493,0,0,1,0,0,0,0,0,0,0
Uniform,Inspiral Carpets,1994,18,234373,0,0,1,0,0,0,0,0,0,0
Sin Ti,Yuridia,2007,32,212973,0,0,1,0,0,0,0,0,0,0
Intensity In Ten Cities,Embrace The End,2008,4,248800,0,0,1,0,0,0,0,0,0,4
The Arms That Won't Let Go (The Pillow Song)/Great Is Thy Faithfulness,Al Denson,2002,1,297613,0,1,1,0,0,0,0,0,0,2
Verano traidor,Vilma Palma e Vampiros,2003,54,411947,0,1,1,0,0,0,0,0,0,0
En La Soledad,Tito Rodriguez,2014,2,225960,0,0,1,1,0,0,0,0,0,5
One Woman Man,Dave Hollister,2006,46,272053,1,0,1,0,0,0,0,0,0,3
CHOKECHAIN,3OH!3,2009,30,211680,1,0,1,0,0,0,0,0,0,3
Fish,Sportsguitar,1998,0,231013,0,1,0,0,0,0,0,0,0,2
Stranger,The True Believers,2007,1,203133,0,0,1,0,0,0,0,0,0,4
Meet Me in the Bathroom,The Strokes,2003,50,176160,1,1,1,0,0,0,0,0,0,3
Wait Til You See My Smile,Alicia Keys,2009,35,240213,0,0,1,0,0,0,0,0,0,0
Children of the Revolution,Killers,2013,16,218773,0,0,1,0,0,0,0,0,0,4
I Can't Break Away,Sam Baker,1968,0,147711,0,0,0,0,0,0,0,0,0,4
Adnans,Orbital,1996,21,521573,0,0,1,0,1,0,0,0,0,1
Southbound Blues,Mitch Woods,2023,0,196837,0,0,0,0,0,0,1,0,0,7
Band Intro/ Pila Song Intro,Max Stalling,2007,1,37773,0,0,1,0,0,0,0,0,0,4
Incide,Dark Fortress,2006,2,320533,0,0,1,0,0,0,0,0,0,4
This Is Why I'm Hot,MiMS,2007,56,253706,1,0,1,0,0,0,0,0,0,3
I'll Be Your Light - Remix Radio Edit,Kristine W,2005,8,242120,0,0,1,0,0,0,0,0,0,4
Minha Namorada,Vinícius de Moraes,1967,28,241800,0,0,1,0,0,0,0,0,0,4
Turn It Up,Jamie Richards,2008,0,269840,0,0,0,0,0,0,0,0,0,4
Drop Sacrifice,Liquid Stranger,2007,3,245786,0,0,1,0,0,0,0,0,0,4
Club Tropicana,Los Del Sol,2015,0,238333,0,0,0,0,0,0,0,0,0,4
Welcome 2 Detroit,Trick Trick,2005,58,285453,1,0,1,0,0,0,0,0,0,3
Hear My Train a Comin',Jimi Hendrix,2013,47,341800,0,1,1,0,0,0,0,0,0,2
Common Ground,Moss,2007,0,486666,0,0,0,0,0,0,0,0,0,4
Le mouton dans la baignoire,Michèle Bernard,2010,0,253733,0,0,0,0,0,0,0,0,0,4
Ninja Tattoo,Shanadoo,2006,4,200840,0,0,1,0,0,0,0,0,0,4
Runnin' Through the Jungle - Shootin' the Blues,Willy DeVille,1996,11,225173,0,0,1,0,0,0,0,0,0,4
Outside the Law,Epitaph,1974,11,365960,0,1,1,0,0,0,1,0,0,7
Hold Me While I Cry,Irma Thomas,1997,0,207973,0,0,0,0,0,0,1,0,0,7
What's Wrong,Lost Boyz,1997,10,250133,1,0,1,0,0,0,0,0,0,3
"Dryaden (The Dryad), Op. 45, No. 1: The Dryad, Op. 45, No. 1",Jean Sibelius,2008,0,344800,0,0,0,0,0,1,0,0,0,6
Ballade des oiseaux de croix,Michèle Arnaud,2011,0,122706,0,0,0,0,0,0,0,0,0,4
Help Me,Chris Brown,2007,32,197106,0,0,1,0,0,0,0,0,1,9
I Stand Here Forgiven,Scott Wesley Brown,1995,3,180600,0,0,1,0,0,0,0,0,0,4
Krause seine Kreuzpolka,Polkaholix,2023,1,196880,0,0,1,0,0,0,0,0,0,4
English Dream - 2002 Remaster,Generation X,1979,8,300306,0,0,1,0,0,0,0,0,0,4
Susan說,David Tao,2005,43,261826,0,0,1,0,0,0,0,0,0,0
Como Nadie Te He Querido,Isabel Pantoja,2006,8,263333,0,0,1,0,0,0,0,0,0,0
Loving You Too Long,Billy Bragg,1983,9,171506,0,0,1,0,0,0,0,0,0,4
Tragedy in Blue,DJ Harry,2004,0,300560,0,0,0,0,0,0,0,0,0,4
On Independence Day,Anti-Flag,2009,7,171586,0,0,1,0,0,0,0,0,0,4
Emergency,Paramore,2005,58,240040,0,1,1,0,0,0,0,0,0,0
No One Ever Cared For Me Like Jesus,Ivan Parker,2008,4,157733,0,0,1,0,0,0,0,0,0,4
Al Doilea Om,Negură Bunget,2003,8,123613,0,0,1,0,0,0,0,0,0,4
Hey Daddy (Daddy's Home),USHER,2010,75,224093,0,0,1,0,0,0,0,0,0,0
Have Yourself a Merry Little Christmas,George Huff,2004,3,249506,0,0,1,0,0,0,0,0,0,4
Stand Up and Praise Him,Vickie Winans,1994,2,301160,0,0,1,0,0,0,0,0,0,4
One More Chance,Bloc Party,2009,32,279986,0,1,1,0,0,0,0,1,0,8
Ruby Marlowe,Schizoid,2004,0,260240,0,0,0,0,0,0,0,0,0,4
Four,Midge Ure,2006,0,287480,0,0,1,0,0,0,0,0,0,0
I Saw Three Ships,Kevin Max,2005,8,113000,0,0,1,0,0,0,0,0,0,4
Big Bottom,Spinal Tap,1984,30,212360,0,0,1,0,0,0,0,0,0,4
You Are the One for Me - Miguel Migs Salted Dub,Roberto De Carlo,2018,0,431264,0,0,0,0,0,0,0,0,0,4
The Sukkubus Lustrate,Belphegor,2008,19,178146,0,0,1,0,0,0,0,0,0,4
I'll Take A Melody,John Holt,1984,20,225093,0,1,1,0,0,0,0,0,0,2
Ain't It Funny,Jennifer Lopez,2001,54,245360,0,0,1,0,0,0,0,0,0,0
Love That Jazz - The Basement Boys Radio Edit,Kim English,2023,1,200000,0,0,1,0,0,0,0,0,0,4
Fire and Ice,Outerspace,2004,9,242733,1,0,1,0,0,0,0,0,0,3
See My Friends,Ray Davies,2010,5,239666,0,0,1,0,0,0,0,0,0,4
The Attitude Song (Remastered),Steve Vai,2010,29,202455,0,1,1,0,0,0,0,0,0,2
Jake,J. Peter Robinson,2006,0,161586,0,0,0,0,0,0,0,0,0,4
Smile to Him,Heavenly Lullaby,2020,29,204000,0,0,1,0,0,0,0,0,1,9
They Came To Boston,The Mighty Mighty Bosstones,1992,12,211333,0,1,1,0,0,0,0,0,0,2
Nie Wieder,Pyranja,2006,1,252640,0,0,1,0,0,0,0,0,0,4
Love Is Just Around The Corner - Remastered,Jackie Davis,1996,27,167933,0,0,1,1,0,0,0,0,0,5
Mi Musica Es Para Ti - Original,Johnny Pacheco,2006,0,183360,0,0,0,0,0,0,0,0,0,4
Sanctuary,Sick Of It All,2011,19,114573,0,0,1,0,0,0,0,0,0,4
Strangers In The Night,Orlando Pops Orchestra,2009,0,208608,0,0,1,0,0,0,0,0,0,0
Two Heads One Pillow,Gerald Clayton,2009,5,384186,0,0,1,1,0,0,0,0,0,5
Pehle To Kabhi Gham Tha,Naseebo Lal,1998,3,398040,0,0,1,0,0,0,0,0,0,0
Saints and Sinners - Original Mix,Van Gelder,2010,0,493917,0,0,0,0,0,0,0,0,0,4
World Of Vibrations,Blackalicious,2005,18,302893,0,0,1,0,0,0,0,0,0,4
"My Jesus, I Love Thee",Glad,1990,4,211693,0,0,1,0,0,0,0,0,0,4
